Wall time,Step,Value
1563285960,0,0.925975204
1563285969,1,0.963943899
1563285978,2,0.966392159
1563285987,3,0.96461159
1563285996,4,0.969953239
1563286005,5,0.973514378
1563286015,6,0.973291814
1563286024,7,0.972846627
1563286033,8,0.973959506
1563286042,9,0.975294888
