Wall time,Step,Value
1563286353.901087,0,0.16860316693782806
1563286362.6150742,1,0.10192521661520004
1563286371.0660007,2,0.09344780445098877
1563286379.4559152,3,0.0786156877875328
1563286388.4219606,4,0.09615186601877213
1563286396.3467672,5,0.08187504857778549
1563286404.7046735,6,0.07662679255008698
1563286413.1946106,7,0.07017779350280762
1563286421.5915246,8,0.06162530556321144
1563286429.7983968,9,0.05935051292181015
